wavelength,b1,b2,b3,b4,b5,b6,b7
843.0000002866201,0.0,0.0,0.0,0.0,0.0122,0.0,0.0
844.0000022956799,0.0,0.0,0.0,0.0,0.0191,0.0,0.0
845.00000190125,0.0,0.0,0.0,0.0,0.031124,0.0,0.0
845.9999978004,0.0,0.0,0.0,0.0,0.051863,0.0,0.0
847.0000030661399,0.0,0.0,0.0,0.0,0.092603,0.0,0.0
848.0000021708801,0.0,0.0,0.0,0.0,0.157269,0.0,0.0
849.0000011037,0.0,0.0,0.0,0.0,0.271976,0.0,0.0
849.999998725,0.0,0.0,0.0,0.0,0.4446,0.0,0.0
851.0000011658701,0.0,0.0,0.0,0.0,0.649325,0.0,0.0
852.00000013632,0.0,0.0,0.0,0.0,0.834741,0.0,0.0
853.00000185954,0.0,0.0,0.0,0.0,0.940934,0.0,0.0
853.99999806996,0.0,0.0,0.0,0.0,0.981522,0.0,0.0
855.000002394,0.0,0.0,0.0,0.0,0.99065,0.0,0.0
855.9999993152,0.0,0.0,0.0,0.0,0.989238,0.0,0.0
857.00000258814,0.0,0.0,0.0,0.0,0.98816,0.0,0.0
857.9999966881201,0.0,0.0,0.0,0.0,0.989431,0.0,0.0
859.0000028776501,0.0,0.0,0.0,0.0,0.992201,0.0,0.0
859.9999982800001,0.0,0.0,0.0,0.0,0.994988,0.0,0.0
860.99999690901,0.0,0.0,0.0,0.0,0.996942,0.0,0.0
861.99999808636,0.0,0.0,0.0,0.0,0.998009,0.0,0.0
863.00000116505,0.0,0.0,0.0,0.0,0.998217,0.0,0.0
863.9999980646401,0.0,0.0,0.0,0.0,0.998145,0.0,0.0
865.0000031139999,0.0,0.0,0.0,0.0,0.998096,0.0,0.0
866.0000008140399,0.0,0.0,0.0,0.0,0.998182,0.0,0.0
866.99999810994,0.0,0.0,0.0,0.0,0.999004,0.0,0.0
868.0000020484799,0.0,0.0,0.0,0.0,0.999293,0.0,0.0
868.99999712361,0.0,0.0,0.0,0.0,0.999402,0.0,0.0
869.999997999,0.0,0.0,0.0,0.0,0.999734,0.0,0.0
870.99999675117,0.0,0.0,0.0,0.0,0.999819,0.0,0.0
872.00000062784,0.0,0.0,0.0,0.0,1.0,0.0,0.0
873.00000173727,0.0,0.0,0.0,0.0,0.999991,0.0,0.0
873.9999997902399,0.0,0.0,0.0,0.0,0.996437,0.0,0.0
875.0000021875,0.0,0.0,0.0,0.0,0.974517,0.0,0.0
